ticker,movement_type,previous_tier,current_tier,previous_score,current_score,score_delta,previous_rank,current_rank,rank_delta,movement_reason,current_score_source,review_required
META,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,21.900000,,,83,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
MKSI,BASELINE_NO_PRIOR_TIER,,TIER_2_STRONG_WATCHLIST,,80.950000,,,21,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
MNTN,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
MOD,BASELINE_NO_PRIOR_TIER,,TIER_1_CORE_CANDIDATE,,92.380000,,,9,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
MOH,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
MPLX,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
MPW,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
MPWR,BASELINE_NO_PRIOR_TIER,,TIER_2_STRONG_WATCHLIST,,78.100000,,,24,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
MRVL,BASELINE_NO_PRIOR_TIER,,TIER_4_REVIEW_ONLY,,56.190000,,,47,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
MSFT,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,35.240000,,,69,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
MTSI,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
MTZ,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
MU,BASELINE_NO_PRIOR_TIER,,TIER_1_CORE_CANDIDATE,,97.140000,,,4,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
NAMS,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
NET,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,7.620000,,,98,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
NFLX,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
NI,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
NOW,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,13.330000,,,92,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
NRG,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
NTAP,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,18.100000,,,87,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
NTRA,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
NU,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
NUVB,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
NVAX,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
NVDA,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,24.760000,,,80,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
NVT,BASELINE_NO_PRIOR_TIER,,TIER_4_REVIEW_ONLY,,50.950000,,,52,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
NXPI,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,9.520000,,,96,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
OC,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
OKTA,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
OLMA,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
OLPX,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
ON,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,30.480000,,,74,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
OPCH,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
ORCL,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,20.950000,,,84,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
PANW,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,17.140000,,,88,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
PATH,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
PCOR,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
PCT,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
PDD,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
PFGC,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
PGNY,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
PI,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
PINS,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
PLTR,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,23.810000,,,81,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
PLUG,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
PM,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
PONY,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
POWL,BASELINE_NO_PRIOR_TIER,,TIER_1_CORE_CANDIDATE,,98.100000,,,3,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
PSIX,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
PSTG,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,28.570000,,,76,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
PTGX,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
PTON,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
PUMP,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
PWR,BASELINE_NO_PRIOR_TIER,,TIER_4_REVIEW_ONLY,,60.000000,,,43,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
PYPL,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
QCOM,BASELINE_NO_PRIOR_TIER,,TIER_4_REVIEW_ONLY,,57.140000,,,46,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
QQQ,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,34.290000,,,70,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
QS,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
QSR,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
RBLX,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
RDDT,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
RERE,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
RH,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
RIOT,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
RKT,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
RNG,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
ROKU,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
RSP,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
RTX,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
RVMD,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
SANM,BASELINE_NO_PRIOR_TIER,,TIER_4_REVIEW_ONLY,,50.950000,,,53,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
SATS,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
SCCO,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
SCHW,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
SE,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
SEI,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
SFIX,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
SFM,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
SHOP,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
SHW,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
SITM,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
SMCI,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,4.760000,,,101,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
SMH,BASELINE_NO_PRIOR_TIER,,TIER_4_REVIEW_ONLY,,64.760000,,,38,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
SMTC,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
SNDK,BASELINE_NO_PRIOR_TIER,,TIER_1_CORE_CANDIDATE,,91.430000,,,10,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
SNOW,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,11.430000,,,94,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
SNPS,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
SOLS,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
SOXL,BASELINE_NO_PRIOR_TIER,,TIER_1_CORE_CANDIDATE,,96.190000,,,5,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
SOXX,BASELINE_NO_PRIOR_TIER,,TIER_2_STRONG_WATCHLIST,,76.190000,,,26,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
SPOT,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
SPY,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,25.710000,,,79,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
STG,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
STM,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
STUB,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
STX,BASELINE_NO_PRIOR_TIER,,TIER_1_CORE_CANDIDATE,,87.620000,,,14,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
TEAM,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
TER,BASELINE_NO_PRIOR_TIER,,TIER_3_WATCHLIST,,71.430000,,,31,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
TEVA,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
TICKERS,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
TIGR,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
TLN,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
TQQQ,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,49.520000,,,54,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
TSEM,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
TSLA,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,43.810000,,,60,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
TSM,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,44.760000,,,59,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
TTD,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
TTMI,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
TTWO,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
TWLO,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
TWST,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
TXN,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,2.860000,,,103,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
U,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
UAL,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
UBER,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
UNH,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
UPST,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
USFD,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
V,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
VECO,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,67.620000,,,35,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
VEEV,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
VIAV,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
VIST,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
VMC,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
VRT,BASELINE_NO_PRIOR_TIER,,TIER_2_STRONG_WATCHLIST,,77.140000,,,25,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
VST,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,40.950000,,,63,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
WAB,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
WDAY,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
WDC,BASELINE_NO_PRIOR_TIER,,TIER_1_CORE_CANDIDATE,,89.520000,,,12,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
WHR,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
WING,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
WLK,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
WOLF,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
WULF,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
WVE,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
WWD,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
WYFI,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
XENE,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
XLF,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
XLK,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,47.620000,,,56,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
XPO,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
XYZ,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
YPF,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
Z,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
ZG,BASELINE_NO_PRIOR_TIER,,TIER_0_DATA_NOT_READY,,,,,,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
ZS,BASELINE_NO_PRIOR_TIER,,TIER_5_WEAK_OR_BLOCKED,,8.570000,,,97,,NO_PRIOR_BASELINE,factor_pack_score,FALSE
