ticker,last_success_date,last_success_timestamp,days_since_success,success_within_lookback,success_today,never_success,stale_overdue,continuation_eligible,priority_bucket,priority_rank,selected_for_next_refresh,reason
GLW,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
GNRC,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
GOOG,2026-05-21,2026-05-21T15:15:58,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
GOOGL,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
GRAB,2026-05-21,2026-05-21T15:15:58,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
GS,2026-05-21,2026-05-21T15:15:58,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
GSG,2026-05-21,2026-05-21T15:15:58,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
GT,2026-05-21,2026-05-21T15:15:58,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
HIVE,2026-05-21,2026-05-21T15:15:58,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
HLT,2026-05-21,2026-05-21T15:15:58,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
HPE,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
HUBB,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
HUBS,2026-05-21,2026-05-21T15:15:58,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
HUM,2026-05-21,2026-05-21T15:15:58,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
HUT,2026-05-21,2026-05-21T15:15:58,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
IBIT,2026-05-21,2026-05-21T15:15:58,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
ICHR,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
IGV,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
INFY,2026-05-21,2026-05-21T15:15:58,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
INTC,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
IRDM,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
IREN,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
ISRG,2026-05-21,2026-05-21T15:15:58,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
IWM,2026-05-21,2026-05-21T15:15:58,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
IYW,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
JBL,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
JCI,2026-05-21,2026-05-21T15:15:58,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
JD,2026-05-21,2026-05-21T15:15:58,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
JHX,2026-05-21,2026-05-21T15:15:58,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
KEYS,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
KKR,2026-05-21,2026-05-21T15:15:58,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
KLAC,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
KLIC,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
KNX,2026-05-21,2026-05-21T15:15:58,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
KRC,2026-05-21,2026-05-21T15:15:58,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
KVYO,2026-05-21,2026-05-21T15:15:58,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
KWEB,2026-05-21,2026-05-21T15:15:58,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
LBRT,2026-05-21,2026-05-21T15:15:58,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
LCID,2026-05-21,2026-05-21T15:15:58,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
LHX,2026-05-21,2026-05-21T15:15:58,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
LIN,2026-05-21,2026-05-21T15:15:58,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
LITE,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
LPLA,2026-05-21,2026-05-21T22:19:28,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
LRCX,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
LSCC,2026-05-21,2026-05-21T22:19:28,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
LYB,2026-05-21,2026-05-21T22:19:28,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
LYFT,2026-05-21,2026-05-21T22:19:28,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
MA,2026-05-21,2026-05-21T22:19:28,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
MCHP,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
MCK,2026-05-21,2026-05-21T22:19:28,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
MDB,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
MELI,2026-05-21,2026-05-21T22:19:28,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
META,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
MKSI,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
MOD,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
MOH,2026-05-21,2026-05-21T22:19:28,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
MPLX,2026-05-21,2026-05-21T22:19:28,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
MPWR,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
MRVL,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
MSFT,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
MTSI,2026-05-21,2026-05-21T22:19:28,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
MTZ,2026-05-21,2026-05-21T22:19:28,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
MU,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
NAMS,2026-05-21,2026-05-21T22:19:28,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
NET,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
NFLX,2026-05-21,2026-05-21T22:19:28,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
NI,2026-05-21,2026-05-21T22:19:28,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
NOW,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
NRG,2026-05-21,2026-05-21T22:19:28,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
NTAP,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
NTRA,2026-05-21,2026-05-21T22:19:28,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
NU,2026-05-21,2026-05-21T22:19:28,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
NUVB,2026-05-21,2026-05-21T22:19:28,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
NVDA,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
NVT,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
NXPI,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
OC,2026-05-21,2026-05-21T22:19:28,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
OKTA,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
OLMA,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
OLPX,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
ON,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
OPCH,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
ORCL,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
PANW,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
PATH,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
PCOR,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
PCT,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
PDD,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
PFGC,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
PGNY,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
PI,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
PINS,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
PLTR,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
PLUG,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
PM,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
POWL,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
PSIX,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
PSTG,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
PTGX,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
PTON,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
PUMP,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
PWR,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
PYPL,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
QCOM,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
QQQ,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
QS,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
QSR,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
RBLX,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
RERE,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
RH,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
RIOT,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
RKT,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
RNG,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
ROKU,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
RSP,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
RTX,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
RVMD,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
SANM,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
SATS,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
SCCO,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
SCHW,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
SE,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
SEI,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
SFIX,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
SFM,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
SHOP,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
SHW,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
SITM,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
SMCI,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
SMH,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
SMTC,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
SNDK,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
SNOW,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
SNPS,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
SOXL,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
SOXX,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
SPOT,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
SPY,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
STG,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
STM,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
STX,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
TEAM,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
TER,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
TEVA,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
TIGR,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
TQQQ,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
TSEM,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
TSLA,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
TSM,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
TTD,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
TTMI,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
TTWO,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
TWLO,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
TWST,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
TXN,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
U,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
UAL,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
UBER,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
UNH,2026-05-22,2026-05-22T01:52:15,0,True,True,False,False,False,99_EXCLUDED_TODAY_SUCCESS,,False,EXCLUDED_TODAY_SUCCESS
VRT,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
VST,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
WDC,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
ZS,2026-05-21,2026-05-21T14:16:59,1,True,False,False,False,True,03_OLDEST_SUCCESS_REFRESH,,False,OLDEST_SUCCESS_REFRESH
