ticker,output_bucket,trust_level,score_available,composite_score,score_source,tier_current,technical_available,technical_status,official_price_cache_available,rolling_ledger_status,staged_backfill_status,data_gap_reason,official_rank_allowed,watch_only,trade_allowed,reason_summary
AA,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,90.38,factor_pack,TIER_0_DATA_NOT_READY,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_PRICE_FULL_HISTORY,MERGE_CANDIDATE_FULL_HISTORY,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=yes; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
CHPT,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,55.77,factor_pack,TIER_0_DATA_NOT_READY,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_PRICE_FULL_HISTORY,MERGE_CANDIDATE_FULL_HISTORY,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=yes; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
CHRW,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,73.08,factor_pack,TIER_0_DATA_NOT_READY,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_PRICE_FULL_HISTORY,MERGE_CANDIDATE_FULL_HISTORY,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=yes; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
CHYM,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,FALSE,SKIPPED_NO_LOCAL_DATA,MERGE_CANDIDATE_PRICE_ONLY_PARTIAL_HISTORY,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,FALSE,TRUE,FALSE,score=no; technical=no; official_price=no; staged=yes; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
CIEN,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,83.81,factor_pack,TIER_2_STRONG_WATCHLIST,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
CIFR,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,46.67,factor_pack,TIER_5_WEAK_OR_BLOCKED,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
CLF,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,5.77,factor_pack,TIER_0_DATA_NOT_READY,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_PRICE_FULL_HISTORY,MERGE_CANDIDATE_FULL_HISTORY,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=yes; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
CLH,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,84.62,factor_pack,TIER_0_DATA_NOT_READY,TRUE,TECH_TIMING_PULLBACK_WATCH,TRUE,SUCCESS_LOCAL_PRICE_FULL_HISTORY,MERGE_CANDIDATE_FULL_HISTORY,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=yes; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
CLS,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,60.95,factor_pack,TIER_4_REVIEW_ONLY,TRUE,TECH_TIMING_PULLBACK_WATCH,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
CLSK,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,17.31,factor_pack,TIER_0_DATA_NOT_READY,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_PRICE_FULL_HISTORY,MERGE_CANDIDATE_FULL_HISTORY,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=yes; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
CMG,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,25.0,factor_pack,TIER_0_DATA_NOT_READY,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_PRICE_FULL_HISTORY,MERGE_CANDIDATE_FULL_HISTORY,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=yes; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
CNM,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
COF,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
COG,DATA_NOT_READY,NONE,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,FALSE,SKIPPED_NO_LOCAL_DATA,,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,FALSE,FALSE,FALSE,score=no; technical=no; official_price=no; staged=no; bucket=DATA_NOT_READY
COGT,DATA_NOT_READY,NONE,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,FALSE,SKIPPED_NO_LOCAL_DATA,,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,FALSE,FALSE,FALSE,score=no; technical=no; official_price=no; staged=no; bucket=DATA_NOT_READY
COHR,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,68.57,factor_pack,TIER_3_WATCHLIST,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
COHU,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,85.71,factor_pack,TIER_1_CORE_CANDIDATE,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
CORZ,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,1.9,factor_pack,TIER_5_WEAK_OR_BLOCKED,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
CPAY,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
CPNG,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
CRCL,DATA_NOT_READY,NONE,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,FALSE,SKIPPED_NO_LOCAL_DATA,,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,FALSE,FALSE,FALSE,score=no; technical=no; official_price=no; staged=no; bucket=DATA_NOT_READY
CRDO,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,80.0,factor_pack,TIER_2_STRONG_WATCHLIST,TRUE,TECH_TIMING_PULLBACK_WATCH,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
CRH,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
CRM,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,27.62,factor_pack,TIER_5_WEAK_OR_BLOCKED,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
CRS,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
CRWD,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,10.48,factor_pack,TIER_5_WEAK_OR_BLOCKED,TRUE,TECH_TIMING_OVERHEAT_AVOID_CHASE,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
CRWV,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,75.24,factor_pack,TIER_2_STRONG_WATCHLIST,TRUE,TECH_TIMING_PULLBACK_WATCH,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
CSCO,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,22.86,factor_pack,TIER_5_WEAK_OR_BLOCKED,TRUE,TECH_TIMING_OVERHEAT_AVOID_CHASE,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
CSGP,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
CVNA,DATA_NOT_READY,NONE,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,FALSE,SKIPPED_NO_LOCAL_DATA,,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,FALSE,FALSE,FALSE,score=no; technical=no; official_price=no; staged=no; bucket=DATA_NOT_READY
D,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,20.0,factor_pack,TIER_5_WEAK_OR_BLOCKED,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
DAKT,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
DAL,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
DASH,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
DB,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
DBVT,DATA_NOT_READY,NONE,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,FALSE,SKIPPED_NO_LOCAL_DATA,,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,FALSE,FALSE,FALSE,score=no; technical=no; official_price=no; staged=no; bucket=DATA_NOT_READY
DDOG,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,0.95,factor_pack,TIER_5_WEAK_OR_BLOCKED,TRUE,TECH_TIMING_OVERHEAT_AVOID_CHASE,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
DELL,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,55.24,factor_pack,TIER_4_REVIEW_ONLY,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
DIS,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
DOCU,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
DUOL,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
ECL,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,45.71,factor_pack,TIER_5_WEAK_OR_BLOCKED,TRUE,TECH_TIMING_WATCH_POSITIVE,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
EEM,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
ENPH,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
ENTG,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,70.48,factor_pack,TIER_3_WATCHLIST,TRUE,TECH_TIMING_PULLBACK_WATCH,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
EQIX,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
EQT,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
ET,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
ETN,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,48.57,factor_pack,TIER_5_WEAK_OR_BLOCKED,TRUE,TECH_TIMING_PULLBACK_WATCH,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
ETR,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,52.38,factor_pack,TIER_4_REVIEW_ONLY,TRUE,TECH_TIMING_PULLBACK_WATCH,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
EWY,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
EWZ,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
FCNCA,DATA_NOT_READY,NONE,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,FALSE,SKIPPED_NO_LOCAL_DATA,,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,FALSE,FALSE,FALSE,score=no; technical=no; official_price=no; staged=no; bucket=DATA_NOT_READY
FIGR,DATA_NOT_READY,NONE,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,FALSE,SKIPPED_NO_LOCAL_DATA,,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,FALSE,FALSE,FALSE,score=no; technical=no; official_price=no; staged=no; bucket=DATA_NOT_READY
FIX,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,86.67,factor_pack,TIER_1_CORE_CANDIDATE,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
FLEX,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,81.9,factor_pack,TIER_2_STRONG_WATCHLIST,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
FLR,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,29.52,factor_pack,TIER_5_WEAK_OR_BLOCKED,TRUE,TECH_TIMING_PULLBACK_WATCH,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
FLS,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
FLUT,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
FN,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,31.43,factor_pack,TIER_5_WEAK_OR_BLOCKED,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
FORM,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,100.0,factor_pack,TIER_1_CORE_CANDIDATE,TRUE,TECH_TIMING_PULLBACK_WATCH,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
FWONK,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
GEHC,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
GEMI,DATA_NOT_READY,NONE,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,FALSE,SKIPPED_NO_LOCAL_DATA,,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,FALSE,FALSE,FALSE,score=no; technical=no; official_price=no; staged=no; bucket=DATA_NOT_READY
