input_path,exists,file_type,source_family,source_role,row_count,ticker_column_found,score_columns_found,status_columns_found,selected_for_ranking,exclusion_reason,note
outputs/v18/sell_timing/V18_12E_CURRENT_SELL_TIMING_DAILY_SUMMARY.csv,TRUE,csv,other_audit,audit_only,19,,,status,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/sell_timing/V18_12F_CURRENT_SHADOW_RESEARCH_WITH_SELL_TIMING_INPUT_AUDIT.csv,TRUE,csv,other_audit,audit_only,8,,,,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/sell_timing/V18_12F_CURRENT_SHADOW_RESEARCH_WITH_SELL_TIMING_SUMMARY.csv,TRUE,csv,other_audit,audit_only,14,,,status,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/sell_timing/V18_CURRENT_EXIT_SIGNAL_FORWARD_TRACKER.csv,TRUE,csv,other_audit,audit_only,1,ticker,,lifecycle_stage,FALSE,Audit-only source.,No ticker-level score/rank/status columns.
outputs/v18/technical_timing/V18_25A_R12_CURRENT_TECHNICAL_TIMING_MERGE_PLAN.csv,TRUE,csv,other_audit,audit_only,4,,,status,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/technical_timing/V18_25A_R12_CURRENT_TECHNICAL_TIMING_MERGE_RESULT.csv,TRUE,csv,other_audit,audit_only,6,,,,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/technical_timing/V18_25A_R12_CURRENT_TECHNICAL_TIMING_POST_MERGE_VALIDATION.csv,TRUE,csv,other_audit,audit_only,24,,,status,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/technical_timing/V18_25A_R12_CURRENT_TECHNICAL_TIMING_SCHEMA_MERGE_AUDIT.csv,TRUE,csv,other_audit,audit_only,5,,,,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv,TRUE,csv,technical_timing_current_primary,primary,252,ticker,technical_timing_score,,TRUE,,Selected for read-only evidence scan.
outputs/v18/technical_timing_backtest/V18_6B_CURRENT_TECHNICAL_SIGNAL_FORWARD_SUMMARY.csv,TRUE,csv,other_audit,audit_only,20,,,signal,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/technical_timing_backtest/V18_6B_CURRENT_TECHNICAL_TOPN_BACKTEST_MATRIX.csv,TRUE,csv,other_audit,audit_only,16926,,,,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/technical_timing_backtest/V18_6B_CURRENT_TECHNICAL_TOPN_STRATEGY_SUMMARY.csv,TRUE,csv,other_audit,audit_only,12,,,,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/technical_timing_backtest/V18_6B_R1_CURRENT_SIGNAL_EXCESS_SUMMARY.csv,TRUE,csv,other_audit,audit_only,30,,,signal,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
outputs/v18/technical_timing_backtest/V18_6B_R1_CURRENT_TOPN_EXCESS_STRATEGY_SUMMARY.csv,TRUE,csv,other_audit,audit_only,12,,,,FALSE,Ticker column missing.,No ticker-level score/rank/status columns.
