"RelPath","Category","GroupKey","RankNewestFirst","KeepCount","Decision","Status","SizeBytes","LastWriteTime","Sha256"
"outputs\v18\ops\V18_4B_R1_final_daily_20260515_235407.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4B_R1_final_daily_TIMESTAMP.log","1","10","KEEP_RETENTION_LATEST","KEPT","1660","2026/5/15 23:56:18",""
"outputs\v18\ops\V18_4B_R1_final_daily_20260515_233838.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4B_R1_final_daily_TIMESTAMP.log","2","10","KEEP_RETENTION_LATEST","KEPT","1660","2026/5/15 23:40:47",""
"outputs\v18\ops\V18_4B_R1_final_daily_20260515_191855.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4B_R1_final_daily_TIMESTAMP.log","3","10","KEEP_RETENTION_LATEST","KEPT","1673","2026/5/15 19:20:46",""
"outputs\v18\ops\V18_4B_R1_final_daily_20260515_183852.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4B_R1_final_daily_TIMESTAMP.log","4","10","KEEP_RETENTION_LATEST","KEPT","1673","2026/5/15 18:40:44",""
"outputs\v18\ops\V18_4B_R1_final_daily_20260515_183145.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4B_R1_final_daily_TIMESTAMP.log","5","10","KEEP_RETENTION_LATEST","KEPT","1673","2026/5/15 18:33:40",""
"outputs\v18\ops\V18_4B_R1_final_daily_20260515_155643.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4B_R1_final_daily_TIMESTAMP.log","6","10","KEEP_RETENTION_LATEST","KEPT","1673","2026/5/15 15:58:52",""
"outputs\v18\ops\V18_4B_R1_final_daily_20260515_154853.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4B_R1_final_daily_TIMESTAMP.log","7","10","KEEP_RETENTION_LATEST","KEPT","1673","2026/5/15 15:50:57",""
"outputs\v18\ops\V18_4B_R1_final_daily_20260515_143257.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4B_R1_final_daily_TIMESTAMP.log","8","10","KEEP_RETENTION_LATEST","KEPT","1673","2026/5/15 14:35:05",""
"outputs\v18\ops\V18_4B_R1_final_daily_20260514_232306.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4B_R1_final_daily_TIMESTAMP.log","9","10","KEEP_RETENTION_LATEST","KEPT","1668","2026/5/14 23:25:44",""
"outputs\v18\ops\V18_4B_R1_final_daily_20260514_231957.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4B_R1_final_daily_TIMESTAMP.log","10","10","KEEP_RETENTION_LATEST","KEPT","1668","2026/5/14 23:22:36",""
"outputs\v18\ops\V18_4B_R1_final_daily_20260514_164758.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4B_R1_final_daily_TIMESTAMP.log","11","10","DRYRUN_WOULD_DELETE","DRYRUN","1689","2026/5/14 16:49:52","52BF8AE22DD6EC293878A29E162861BF68C78D6639523BEFB1D52180DDECF1DB"
"outputs\v18\ops\V18_4B_upstream_integrated_20260515_235407.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4B_upstream_integrated_TIMESTAMP.log","1","10","KEEP_RETENTION_LATEST","KEPT","1856","2026/5/15 23:56:18",""
"outputs\v18\ops\V18_4B_upstream_integrated_20260515_233838.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4B_upstream_integrated_TIMESTAMP.log","2","10","KEEP_RETENTION_LATEST","KEPT","1856","2026/5/15 23:40:47",""
"outputs\v18\ops\V18_4B_upstream_integrated_20260515_191855.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4B_upstream_integrated_TIMESTAMP.log","3","10","KEEP_RETENTION_LATEST","KEPT","1857","2026/5/15 19:20:46",""
"outputs\v18\ops\V18_4B_upstream_integrated_20260515_183852.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4B_upstream_integrated_TIMESTAMP.log","4","10","KEEP_RETENTION_LATEST","KEPT","1857","2026/5/15 18:40:44",""
"outputs\v18\ops\V18_4B_upstream_integrated_20260515_183145.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4B_upstream_integrated_TIMESTAMP.log","5","10","KEEP_RETENTION_LATEST","KEPT","1857","2026/5/15 18:33:40",""
"outputs\v18\ops\V18_4B_upstream_integrated_20260515_155643.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4B_upstream_integrated_TIMESTAMP.log","6","10","KEEP_RETENTION_LATEST","KEPT","1857","2026/5/15 15:58:51",""
"outputs\v18\ops\V18_4B_upstream_integrated_20260515_154853.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4B_upstream_integrated_TIMESTAMP.log","7","10","KEEP_RETENTION_LATEST","KEPT","1857","2026/5/15 15:50:57",""
"outputs\v18\ops\V18_4B_upstream_integrated_20260515_143257.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4B_upstream_integrated_TIMESTAMP.log","8","10","KEEP_RETENTION_LATEST","KEPT","1857","2026/5/15 14:35:04",""
"outputs\v18\ops\V18_4B_upstream_integrated_20260514_232307.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4B_upstream_integrated_TIMESTAMP.log","9","10","KEEP_RETENTION_LATEST","KEPT","1862","2026/5/14 23:25:44",""
"outputs\v18\ops\V18_4B_upstream_integrated_20260514_231958.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4B_upstream_integrated_TIMESTAMP.log","10","10","KEEP_RETENTION_LATEST","KEPT","1862","2026/5/14 23:22:36",""
"outputs\v18\ops\V18_4B_upstream_integrated_20260514_164758.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4B_upstream_integrated_TIMESTAMP.log","11","10","DRYRUN_WOULD_DELETE","DRYRUN","1845","2026/5/14 16:49:51","9AA259473DA1F87651E4E04C0EA6C65B003DBECADA68528E897B67A5E67DB1E9"
"outputs\v18\ops\V18_4C_DEPRECATED_EVENT_PRICE_SCRIPT_CANDIDATES_20260514_231715.csv","OUTPUTS_V18_TIMESTAMP_OUTPUT","outputs\v18\ops\V18_4C_DEPRECATED_EVENT_PRICE_SCRIPT_CANDIDATES_TIMESTAMP.csv","1","3","KEEP_RETENTION_LATEST","KEPT","3","2026/5/14 23:17:15",""
"outputs\v18\ops\V18_4C_DEPRECATED_EVENT_PRICE_SCRIPT_CANDIDATES_20260514_223404.csv","OUTPUTS_V18_TIMESTAMP_OUTPUT","outputs\v18\ops\V18_4C_DEPRECATED_EVENT_PRICE_SCRIPT_CANDIDATES_TIMESTAMP.csv","2","3","KEEP_RETENTION_LATEST","KEPT","3","2026/5/14 22:34:04",""
"outputs\v18\ops\V18_4C_DEPRECATED_EVENT_PRICE_SCRIPT_CANDIDATES_20260514_223322.csv","OUTPUTS_V18_TIMESTAMP_OUTPUT","outputs\v18\ops\V18_4C_DEPRECATED_EVENT_PRICE_SCRIPT_CANDIDATES_TIMESTAMP.csv","3","3","KEEP_RETENTION_LATEST","KEPT","1009","2026/5/14 22:33:22",""
"outputs\v18\ops\V18_4C_RUNTIME_DEPENDENCY_AUDIT_20260515_235628.md","OUTPUTS_V18_TIMESTAMP_OUTPUT","outputs\v18\ops\V18_4C_RUNTIME_DEPENDENCY_AUDIT_TIMESTAMP.md","1","3","KEEP_RETENTION_LATEST","KEPT","4414","2026/5/15 23:56:29",""
"outputs\v18\ops\V18_4C_RUNTIME_DEPENDENCY_AUDIT_20260515_235627.md","OUTPUTS_V18_TIMESTAMP_OUTPUT","outputs\v18\ops\V18_4C_RUNTIME_DEPENDENCY_AUDIT_TIMESTAMP.md","2","3","KEEP_RETENTION_LATEST","KEPT","4414","2026/5/15 23:56:28",""
"outputs\v18\ops\V18_4C_RUNTIME_DEPENDENCY_AUDIT_20260515_235619.md","OUTPUTS_V18_TIMESTAMP_OUTPUT","outputs\v18\ops\V18_4C_RUNTIME_DEPENDENCY_AUDIT_TIMESTAMP.md","3","3","KEEP_RETENTION_LATEST","KEPT","4414","2026/5/15 23:56:20",""
"outputs\v18\ops\V18_4C_RUNTIME_DEPENDENCY_AUDIT_20260515_235405.md","OUTPUTS_V18_TIMESTAMP_OUTPUT","outputs\v18\ops\V18_4C_RUNTIME_DEPENDENCY_AUDIT_TIMESTAMP.md","4","3","DRYRUN_WOULD_DELETE","DRYRUN","4414","2026/5/15 23:54:06","9BAF7C1BBB2D0AB585798DD6EAC2A6C5B60BA763C2B6174C5CDC3967BCFCE0E3"
"outputs\v18\ops\V18_4C_RUNTIME_DEPENDENCY_AUDIT_20260515_234101.md","OUTPUTS_V18_TIMESTAMP_OUTPUT","outputs\v18\ops\V18_4C_RUNTIME_DEPENDENCY_AUDIT_TIMESTAMP.md","5","3","DRYRUN_WOULD_DELETE","DRYRUN","4414","2026/5/15 23:41:03","874602A423411386B475AAE22BAEE74705876301E64E115C4D30A1B8E6C0CF14"
"outputs\v18\ops\V18_4C_RUNTIME_DEPENDENCY_AUDIT_20260515_234100.md","OUTPUTS_V18_TIMESTAMP_OUTPUT","outputs\v18\ops\V18_4C_RUNTIME_DEPENDENCY_AUDIT_TIMESTAMP.md","6","3","DRYRUN_WOULD_DELETE","DRYRUN","4414","2026/5/15 23:41:01","760BEB8175C729C2B18215CFDC45DDD3EA103DCFE7ED638375C136E6074564EA"
"outputs\v18\ops\V18_4C_RUNTIME_DEPENDENCY_AUDIT_20260515_234047.md","OUTPUTS_V18_TIMESTAMP_OUTPUT","outputs\v18\ops\V18_4C_RUNTIME_DEPENDENCY_AUDIT_TIMESTAMP.md","7","3","DRYRUN_WOULD_DELETE","DRYRUN","4414","2026/5/15 23:40:49","E60DCB62234A5D9F121952F3FEF90042243ADCBB4B201677FEA0026BDE890AC4"
"outputs\v18\ops\V18_4C_runtime_dependency_graph_20260515_235628.csv","OUTPUTS_V18_TIMESTAMP_OUTPUT","outputs\v18\ops\V18_4C_runtime_dependency_graph_TIMESTAMP.csv","1","3","KEEP_RETENTION_LATEST","KEPT","11148","2026/5/15 23:56:29",""
"outputs\v18\ops\V18_4C_runtime_dependency_graph_20260515_235627.csv","OUTPUTS_V18_TIMESTAMP_OUTPUT","outputs\v18\ops\V18_4C_runtime_dependency_graph_TIMESTAMP.csv","2","3","KEEP_RETENTION_LATEST","KEPT","11148","2026/5/15 23:56:28",""
"outputs\v18\ops\V18_4C_runtime_dependency_graph_20260515_235619.csv","OUTPUTS_V18_TIMESTAMP_OUTPUT","outputs\v18\ops\V18_4C_runtime_dependency_graph_TIMESTAMP.csv","3","3","KEEP_RETENTION_LATEST","KEPT","11148","2026/5/15 23:56:20",""
"outputs\v18\ops\V18_4C_runtime_dependency_graph_20260515_235405.csv","OUTPUTS_V18_TIMESTAMP_OUTPUT","outputs\v18\ops\V18_4C_runtime_dependency_graph_TIMESTAMP.csv","4","3","DRYRUN_WOULD_DELETE","DRYRUN","11148","2026/5/15 23:54:06","C55175D590B7804ECEB72F1DFEF5D32479E6C815303998A4899E23409C7E53B5"
"outputs\v18\ops\V18_4C_runtime_dependency_graph_20260515_234101.csv","OUTPUTS_V18_TIMESTAMP_OUTPUT","outputs\v18\ops\V18_4C_runtime_dependency_graph_TIMESTAMP.csv","5","3","DRYRUN_WOULD_DELETE","DRYRUN","11148","2026/5/15 23:41:03","C55175D590B7804ECEB72F1DFEF5D32479E6C815303998A4899E23409C7E53B5"
"outputs\v18\ops\V18_4C_runtime_dependency_graph_20260515_234100.csv","OUTPUTS_V18_TIMESTAMP_OUTPUT","outputs\v18\ops\V18_4C_runtime_dependency_graph_TIMESTAMP.csv","6","3","DRYRUN_WOULD_DELETE","DRYRUN","11148","2026/5/15 23:41:01","C55175D590B7804ECEB72F1DFEF5D32479E6C815303998A4899E23409C7E53B5"
"outputs\v18\ops\V18_4C_runtime_dependency_graph_20260515_234047.csv","OUTPUTS_V18_TIMESTAMP_OUTPUT","outputs\v18\ops\V18_4C_runtime_dependency_graph_TIMESTAMP.csv","7","3","DRYRUN_WOULD_DELETE","DRYRUN","11148","2026/5/15 23:40:49","C55175D590B7804ECEB72F1DFEF5D32479E6C815303998A4899E23409C7E53B5"
"outputs\v18\ops\V18_4K_R2_SAFE_DELETE_CANDIDATES_20260515_183842.csv","OUTPUTS_V18_TIMESTAMP_OUTPUT","outputs\v18\ops\V18_4K_R2_SAFE_DELETE_CANDIDATES_TIMESTAMP.csv","1","3","KEEP_RETENTION_LATEST","KEPT","3","2026/5/15 18:38:43",""
"outputs\v18\ops\V18_4K_R2_SAFE_DELETE_CANDIDATES_20260515_183831.csv","OUTPUTS_V18_TIMESTAMP_OUTPUT","outputs\v18\ops\V18_4K_R2_SAFE_DELETE_CANDIDATES_TIMESTAMP.csv","2","3","KEEP_RETENTION_LATEST","KEPT","3","2026/5/15 18:38:33",""
"outputs\v18\ops\V18_4K_R2_SAFE_DELETE_REPORT_20260515_183842.md","OUTPUTS_V18_TIMESTAMP_OUTPUT","outputs\v18\ops\V18_4K_R2_SAFE_DELETE_REPORT_TIMESTAMP.md","1","3","KEEP_RETENTION_LATEST","KEPT","870","2026/5/15 18:38:44",""
"outputs\v18\ops\V18_4K_R2_SAFE_DELETE_REPORT_20260515_183831.md","OUTPUTS_V18_TIMESTAMP_OUTPUT","outputs\v18\ops\V18_4K_R2_SAFE_DELETE_REPORT_TIMESTAMP.md","2","3","KEEP_RETENTION_LATEST","KEPT","871","2026/5/15 18:38:33",""
"outputs\v18\ops\V18_4K_WORKSPACE_CLEANUP_CANDIDATES_20260515_172036.csv","OUTPUTS_V18_TIMESTAMP_OUTPUT","outputs\v18\ops\V18_4K_WORKSPACE_CLEANUP_CANDIDATES_TIMESTAMP.csv","1","3","KEEP_RETENTION_LATEST","KEPT","1169","2026/5/15 17:20:36",""
"outputs\v18\ops\V18_4K_WORKSPACE_CLEANUP_CANDIDATES_20260515_172020.csv","OUTPUTS_V18_TIMESTAMP_OUTPUT","outputs\v18\ops\V18_4K_WORKSPACE_CLEANUP_CANDIDATES_TIMESTAMP.csv","2","3","KEEP_RETENTION_LATEST","KEPT","1224","2026/5/15 17:20:20",""
"outputs\v18\ops\V18_4K_WORKSPACE_CLEANUP_REPORT_20260515_172036.md","OUTPUTS_V18_TIMESTAMP_OUTPUT","outputs\v18\ops\V18_4K_WORKSPACE_CLEANUP_REPORT_TIMESTAMP.md","1","3","KEEP_RETENTION_LATEST","KEPT","1602","2026/5/15 17:20:36",""
"outputs\v18\ops\V18_4K_WORKSPACE_CLEANUP_REPORT_20260515_172020.md","OUTPUTS_V18_TIMESTAMP_OUTPUT","outputs\v18\ops\V18_4K_WORKSPACE_CLEANUP_REPORT_TIMESTAMP.md","2","3","KEEP_RETENTION_LATEST","KEPT","1600","2026/5/15 17:20:20",""
"outputs\v18\ops\dependency_repair\V18_3E_R3D_V16_DAILY_SHIM_20260514_153105.txt","OUTPUTS_V18_TIMESTAMP_OUTPUT","outputs\v18\ops\dependency_repair\V18_3E_R3D_V16_DAILY_SHIM_TIMESTAMP.txt","1","3","KEEP_RETENTION_LATEST","KEPT","325","2026/5/14 15:31:05",""
"outputs\v18\ops\dependency_repair\V18_3E_R3_DEPENDENCY_REPAIR_20260514_152632.txt","OUTPUTS_V18_TIMESTAMP_OUTPUT","outputs\v18\ops\dependency_repair\V18_3E_R3_DEPENDENCY_REPAIR_TIMESTAMP.txt","1","3","KEEP_RETENTION_LATEST","KEPT","652","2026/5/14 15:26:32",""
"outputs\v18\ops\legacy_cleanup\V18_3E_R3_LEGACY_CLEANUP_REPORT_20260514_152130.txt","OUTPUTS_V18_TIMESTAMP_OUTPUT","outputs\v18\ops\legacy_cleanup\V18_3E_R3_LEGACY_CLEANUP_REPORT_TIMESTAMP.txt","1","3","KEEP_RETENTION_LATEST","KEPT","889","2026/5/14 15:21:30",""
"outputs\v18\ops\V18_4G_error_diag_20260514_230632\run_v18_4C_alone_full.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_error_diag_20260514_230632\run_v18_4C_alone_full.log","1","10","KEEP_RETENTION_LATEST","KEPT","4146","2026/5/14 23:08:10",""
"outputs\v18\ops\V18_4G_R1_20260514_225830\step1_v18_4C_final_daily.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260514_225830\step1_v18_4C_final_daily.log","1","10","KEEP_RETENTION_LATEST","KEPT","1950","2026/5/14 22:58:34",""
"outputs\v18\ops\V18_4G_R1_20260514_232302\step1_v18_4C_final_daily.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260514_232302\step1_v18_4C_final_daily.log","1","10","KEEP_RETENTION_LATEST","KEPT","6888","2026/5/14 23:25:44",""
"outputs\v18\ops\V18_4G_R1_20260514_232302\step2_v18_4D_factor_pack_audit.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260514_232302\step2_v18_4D_factor_pack_audit.log","1","10","KEEP_RETENTION_LATEST","KEPT","1430","2026/5/14 23:25:49",""
"outputs\v18\ops\V18_4G_R1_20260514_232302\step3_v18_4E_factor_output_forward_audit.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260514_232302\step3_v18_4E_factor_output_forward_audit.log","1","10","KEEP_RETENTION_LATEST","KEPT","3304","2026/5/14 23:26:01",""
"outputs\v18\ops\V18_4G_R1_20260514_232302\step4_v18_4F_forward_factor_coverage.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260514_232302\step4_v18_4F_forward_factor_coverage.log","1","10","KEEP_RETENTION_LATEST","KEPT","1322","2026/5/14 23:26:03",""
"outputs\v18\ops\V18_4G_R1_20260515_020346\step1_v18_4C_final_daily.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_020346\step1_v18_4C_final_daily.log","1","10","KEEP_RETENTION_LATEST","KEPT","1950","2026/5/15 2:03:50",""
"outputs\v18\ops\V18_4G_R1_20260515_143253\step1_v18_4C_final_daily.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_143253\step1_v18_4C_final_daily.log","1","10","KEEP_RETENTION_LATEST","KEPT","6900","2026/5/15 14:35:05",""
"outputs\v18\ops\V18_4G_R1_20260515_143253\step2_v18_4D_factor_pack_audit.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_143253\step2_v18_4D_factor_pack_audit.log","1","10","KEEP_RETENTION_LATEST","KEPT","1430","2026/5/15 14:35:11",""
"outputs\v18\ops\V18_4G_R1_20260515_143253\step3_v18_4E_factor_output_forward_audit.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_143253\step3_v18_4E_factor_output_forward_audit.log","1","10","KEEP_RETENTION_LATEST","KEPT","3304","2026/5/15 14:35:26",""
"outputs\v18\ops\V18_4G_R1_20260515_143253\step4_v18_4F_forward_factor_coverage.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_143253\step4_v18_4F_forward_factor_coverage.log","1","10","KEEP_RETENTION_LATEST","KEPT","1324","2026/5/15 14:35:28",""
"outputs\v18\ops\V18_4G_R1_20260515_154850\step1_v18_4C_final_daily.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_154850\step1_v18_4C_final_daily.log","1","10","KEEP_RETENTION_LATEST","KEPT","6900","2026/5/15 15:50:57",""
"outputs\v18\ops\V18_4G_R1_20260515_154850\step2_v18_4D_factor_pack_audit.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_154850\step2_v18_4D_factor_pack_audit.log","1","10","KEEP_RETENTION_LATEST","KEPT","1430","2026/5/15 15:51:03",""
"outputs\v18\ops\V18_4G_R1_20260515_154850\step3_v18_4E_factor_output_forward_audit.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_154850\step3_v18_4E_factor_output_forward_audit.log","1","10","KEEP_RETENTION_LATEST","KEPT","3304","2026/5/15 15:51:18",""
"outputs\v18\ops\V18_4G_R1_20260515_154850\step4_v18_4F_forward_factor_coverage.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_154850\step4_v18_4F_forward_factor_coverage.log","1","10","KEEP_RETENTION_LATEST","KEPT","1324","2026/5/15 15:51:21",""
"outputs\v18\ops\V18_4G_R1_20260515_155640\step1_v18_4C_final_daily.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_155640\step1_v18_4C_final_daily.log","1","10","KEEP_RETENTION_LATEST","KEPT","6900","2026/5/15 15:58:52",""
"outputs\v18\ops\V18_4G_R1_20260515_155640\step2_v18_4D_factor_pack_audit.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_155640\step2_v18_4D_factor_pack_audit.log","1","10","KEEP_RETENTION_LATEST","KEPT","1430","2026/5/15 15:58:57",""
"outputs\v18\ops\V18_4G_R1_20260515_155640\step3_v18_4E_factor_output_forward_audit.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_155640\step3_v18_4E_factor_output_forward_audit.log","1","10","KEEP_RETENTION_LATEST","KEPT","3304","2026/5/15 15:59:14",""
"outputs\v18\ops\V18_4G_R1_20260515_155640\step4_v18_4F_forward_factor_coverage.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_155640\step4_v18_4F_forward_factor_coverage.log","1","10","KEEP_RETENTION_LATEST","KEPT","1314","2026/5/15 15:59:16",""
"outputs\v18\ops\V18_4G_R1_20260515_172059\step1_v18_4C_final_daily.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_172059\step1_v18_4C_final_daily.log","1","10","KEEP_RETENTION_LATEST","KEPT","1950","2026/5/15 17:21:02",""
"outputs\v18\ops\V18_4G_R1_20260515_172827\step1_v18_4C_final_daily.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_172827\step1_v18_4C_final_daily.log","1","10","KEEP_RETENTION_LATEST","KEPT","1950","2026/5/15 17:28:29",""
"outputs\v18\ops\V18_4G_R1_20260515_183142\step1_v18_4C_final_daily.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_183142\step1_v18_4C_final_daily.log","1","10","KEEP_RETENTION_LATEST","KEPT","6900","2026/5/15 18:33:40",""
"outputs\v18\ops\V18_4G_R1_20260515_183142\step2_v18_4D_factor_pack_audit.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_183142\step2_v18_4D_factor_pack_audit.log","1","10","KEEP_RETENTION_LATEST","KEPT","1430","2026/5/15 18:33:49",""
"outputs\v18\ops\V18_4G_R1_20260515_183142\step3_v18_4E_factor_output_forward_audit.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_183142\step3_v18_4E_factor_output_forward_audit.log","1","10","KEEP_RETENTION_LATEST","KEPT","3304","2026/5/15 18:34:13",""
"outputs\v18\ops\V18_4G_R1_20260515_183142\step4_v18_4F_forward_factor_coverage.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_183142\step4_v18_4F_forward_factor_coverage.log","1","10","KEEP_RETENTION_LATEST","KEPT","1314","2026/5/15 18:34:16",""
"outputs\v18\ops\V18_4G_R1_20260515_183850\step1_v18_4C_final_daily.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_183850\step1_v18_4C_final_daily.log","1","10","KEEP_RETENTION_LATEST","KEPT","6900","2026/5/15 18:40:44",""
"outputs\v18\ops\V18_4G_R1_20260515_183850\step2_v18_4D_factor_pack_audit.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_183850\step2_v18_4D_factor_pack_audit.log","1","10","KEEP_RETENTION_LATEST","KEPT","1430","2026/5/15 18:40:49",""
"outputs\v18\ops\V18_4G_R1_20260515_183850\step3_v18_4E_factor_output_forward_audit.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_183850\step3_v18_4E_factor_output_forward_audit.log","1","10","KEEP_RETENTION_LATEST","KEPT","3304","2026/5/15 18:41:06",""
"outputs\v18\ops\V18_4G_R1_20260515_183850\step4_v18_4F_forward_factor_coverage.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_183850\step4_v18_4F_forward_factor_coverage.log","1","10","KEEP_RETENTION_LATEST","KEPT","1314","2026/5/15 18:41:09",""
"outputs\v18\ops\V18_4G_R1_20260515_191853\step1_v18_4C_final_daily.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_191853\step1_v18_4C_final_daily.log","1","10","KEEP_RETENTION_LATEST","KEPT","6900","2026/5/15 19:20:46",""
"outputs\v18\ops\V18_4G_R1_20260515_191853\step2_v18_4D_factor_pack_audit.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_191853\step2_v18_4D_factor_pack_audit.log","1","10","KEEP_RETENTION_LATEST","KEPT","1430","2026/5/15 19:20:53",""
"outputs\v18\ops\V18_4G_R1_20260515_191853\step3_v18_4E_factor_output_forward_audit.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_191853\step3_v18_4E_factor_output_forward_audit.log","1","10","KEEP_RETENTION_LATEST","KEPT","3304","2026/5/15 19:21:13",""
"outputs\v18\ops\V18_4G_R1_20260515_191853\step4_v18_4F_forward_factor_coverage.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_191853\step4_v18_4F_forward_factor_coverage.log","1","10","KEEP_RETENTION_LATEST","KEPT","1314","2026/5/15 19:21:16",""
"outputs\v18\ops\V18_4G_R1_20260515_233311\step1_v18_4C_final_daily.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_233311\step1_v18_4C_final_daily.log","1","10","KEEP_RETENTION_LATEST","KEPT","1950","2026/5/15 23:33:14",""
"outputs\v18\ops\V18_4G_R1_20260515_233835\step1_v18_4C_final_daily.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_233835\step1_v18_4C_final_daily.log","1","10","KEEP_RETENTION_LATEST","KEPT","6876","2026/5/15 23:40:47",""
"outputs\v18\ops\V18_4G_R1_20260515_233835\step2_v18_4D_factor_pack_audit.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_233835\step2_v18_4D_factor_pack_audit.log","1","10","KEEP_RETENTION_LATEST","KEPT","1430","2026/5/15 23:40:59",""
"outputs\v18\ops\V18_4G_R1_20260515_233835\step3_v18_4E_factor_output_forward_audit.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_233835\step3_v18_4E_factor_output_forward_audit.log","1","10","KEEP_RETENTION_LATEST","KEPT","3304","2026/5/15 23:41:24",""
"outputs\v18\ops\V18_4G_R1_20260515_233835\step4_v18_4F_forward_factor_coverage.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_233835\step4_v18_4F_forward_factor_coverage.log","1","10","KEEP_RETENTION_LATEST","KEPT","1314","2026/5/15 23:41:27",""
"outputs\v18\ops\V18_4G_R1_20260515_235405\step1_v18_4C_final_daily.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_235405\step1_v18_4C_final_daily.log","1","10","KEEP_RETENTION_LATEST","KEPT","6876","2026/5/15 23:56:18",""
"outputs\v18\ops\V18_4G_R1_20260515_235405\step2_v18_4D_factor_pack_audit.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_235405\step2_v18_4D_factor_pack_audit.log","1","10","KEEP_RETENTION_LATEST","KEPT","1430","2026/5/15 23:56:26",""
