path,relative_path,directory_group,file_size_bytes,file_size_mb,modified_time,extension,family_key,is_current_alias,is_source_code,is_state_file,is_manual_file,is_price_cache_file,is_provider_cache_file,is_stable_snapshot_file,is_temp_file,is_log_file,is_pycache_file,keep_reason,delete_candidate,delete_reason,delete_risk_level
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\misc\__init__.py,.venv/Lib/site-packages/fontTools/misc/__init__.py,.venv,76,0.000,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/misc::__init__.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\misc\filesystem\_base.py,.venv/Lib/site-packages/fontTools/misc/filesystem/_base.py,.venv,4144,0.004,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/misc/filesystem::_base.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\misc\filesystem\_copy.py,.venv/Lib/site-packages/fontTools/misc/filesystem/_copy.py,.venv,1406,0.001,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/misc/filesystem::_copy.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\misc\filesystem\_errors.py,.venv/Lib/site-packages/fontTools/misc/filesystem/_errors.py,.venv,695,0.001,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/misc/filesystem::_errors.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\misc\filesystem\_info.py,.venv/Lib/site-packages/fontTools/misc/filesystem/_info.py,.venv,2088,0.002,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/misc/filesystem::_info.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\misc\filesystem\_osfs.py,.venv/Lib/site-packages/fontTools/misc/filesystem/_osfs.py,.venv,5901,0.006,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/misc/filesystem::_osfs.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\misc\filesystem\_path.py,.venv/Lib/site-packages/fontTools/misc/filesystem/_path.py,.venv,1812,0.002,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/misc/filesystem::_path.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\misc\filesystem\_subfs.py,.venv/Lib/site-packages/fontTools/misc/filesystem/_subfs.py,.venv,3120,0.003,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/misc/filesystem::_subfs.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\misc\filesystem\_tempfs.py,.venv/Lib/site-packages/fontTools/misc/filesystem/_tempfs.py,.venv,958,0.001,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/misc/filesystem::_tempfs.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\misc\filesystem\_tools.py,.venv/Lib/site-packages/fontTools/misc/filesystem/_tools.py,.venv,1006,0.001,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/misc/filesystem::_tools.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\misc\filesystem\_walk.py,.venv/Lib/site-packages/fontTools/misc/filesystem/_walk.py,.venv,1710,0.002,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/misc/filesystem::_walk.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\misc\filesystem\_zipfs.py,.venv/Lib/site-packages/fontTools/misc/filesystem/_zipfs.py,.venv,6505,0.006,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/misc/filesystem::_zipfs.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\misc\filesystem\__init__.py,.venv/Lib/site-packages/fontTools/misc/filesystem/__init__.py,.venv,2079,0.002,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/misc/filesystem::__init__.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\misc\plistlib\py.typed,.venv/Lib/site-packages/fontTools/misc/plistlib/py.typed,.venv,0,0.000,2026-04-28T23:26:03,.typed,.venv/lib/site-packages/fonttools/misc/plistlib::py.typed,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\misc\plistlib\__init__.py,.venv/Lib/site-packages/fontTools/misc/plistlib/__init__.py,.venv,21794,0.021,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/misc/plistlib::__init__.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\mtiLib\__init__.py,.venv/Lib/site-packages/fontTools/mtiLib/__init__.py,.venv,48002,0.046,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/mtilib::__init__.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\mtiLib\__main__.py,.venv/Lib/site-packages/fontTools/mtiLib/__main__.py,.venv,99,0.000,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/mtilib::__main__.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\otlLib\builder.py,.venv/Lib/site-packages/fontTools/otlLib/builder.py,.venv,133010,0.127,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/otllib::builder.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\otlLib\error.py,.venv/Lib/site-packages/fontTools/otlLib/error.py,.venv,346,0.000,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/otllib::error.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\otlLib\maxContextCalc.py,.venv/Lib/site-packages/fontTools/otlLib/maxContextCalc.py,.venv,3271,0.003,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/otllib::maxcontextcalc.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\otlLib\__init__.py,.venv/Lib/site-packages/fontTools/otlLib/__init__.py,.venv,46,0.000,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/otllib::__init__.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\otlLib\optimize\gpos.py,.venv/Lib/site-packages/fontTools/otlLib/optimize/gpos.py,.venv,18107,0.017,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/otllib/optimize::gpos.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\otlLib\optimize\__init__.py,.venv/Lib/site-packages/fontTools/otlLib/optimize/__init__.py,.venv,1583,0.002,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/otllib/optimize::__init__.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\otlLib\optimize\__main__.py,.venv/Lib/site-packages/fontTools/otlLib/optimize/__main__.py,.venv,110,0.000,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/otllib/optimize::__main__.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\pens\areaPen.py,.venv/Lib/site-packages/fontTools/pens/areaPen.py,.venv,1524,0.001,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/pens::areapen.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\pens\basePen.py,.venv/Lib/site-packages/fontTools/pens/basePen.py,.venv,17548,0.017,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/pens::basepen.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\pens\boundsPen.py,.venv/Lib/site-packages/fontTools/pens/boundsPen.py,.venv,3227,0.003,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/pens::boundspen.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\pens\cairoPen.py,.venv/Lib/site-packages/fontTools/pens/cairoPen.py,.venv,618,0.001,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/pens::cairopen.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\pens\cocoaPen.py,.venv/Lib/site-packages/fontTools/pens/cocoaPen.py,.venv,638,0.001,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/pens::cocoapen.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\pens\cu2quPen.py,.venv/Lib/site-packages/fontTools/pens/cu2quPen.py,.venv,13332,0.013,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/pens::cu2qupen.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\pens\explicitClosingLinePen.py,.venv/Lib/site-packages/fontTools/pens/explicitClosingLinePen.py,.venv,3320,0.003,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/pens::explicitclosinglinepen.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\pens\filterPen.py,.venv/Lib/site-packages/fontTools/pens/filterPen.py,.venv,15136,0.014,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/pens::filterpen.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\pens\freetypePen.py,.venv/Lib/site-packages/fontTools/pens/freetypePen.py,.venv,20370,0.019,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/pens::freetypepen.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\pens\hashPointPen.py,.venv/Lib/site-packages/fontTools/pens/hashPointPen.py,.venv,3662,0.003,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/pens::hashpointpen.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\pens\momentsPen.c,.venv/Lib/site-packages/fontTools/pens/momentsPen.c,.venv,582135,0.555,2026-04-28T23:26:03,.c,.venv/lib/site-packages/fonttools/pens::momentspen.c,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\pens\momentsPen.cp314-win_amd64.pyd,.venv/Lib/site-packages/fontTools/pens/momentsPen.cp314-win_amd64.pyd,.venv,82944,0.079,2026-04-28T23:26:03,.pyd,.venv/lib/site-packages/fonttools/pens::momentspen.cp314-win_amd64.pyd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\pens\momentsPen.py,.venv/Lib/site-packages/fontTools/pens/momentsPen.py,.venv,26537,0.025,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/pens::momentspen.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\pens\perimeterPen.py,.venv/Lib/site-packages/fontTools/pens/perimeterPen.py,.venv,2222,0.002,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/pens::perimeterpen.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\pens\pointInsidePen.py,.venv/Lib/site-packages/fontTools/pens/pointInsidePen.py,.venv,6547,0.006,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/pens::pointinsidepen.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\pens\pointPen.py,.venv/Lib/site-packages/fontTools/pens/pointPen.py,.venv,25257,0.024,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/pens::pointpen.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\pens\qtPen.py,.venv/Lib/site-packages/fontTools/pens/qtPen.py,.venv,663,0.001,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/pens::qtpen.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\pens\qu2cuPen.py,.venv/Lib/site-packages/fontTools/pens/qu2cuPen.py,.venv,4090,0.004,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/pens::qu2cupen.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\pens\quartzPen.py,.venv/Lib/site-packages/fontTools/pens/quartzPen.py,.venv,1330,0.001,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/pens::quartzpen.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\pens\recordingPen.py,.venv/Lib/site-packages/fontTools/pens/recordingPen.py,.venv,12824,0.012,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/pens::recordingpen.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\pens\reportLabPen.py,.venv/Lib/site-packages/fontTools/pens/reportLabPen.py,.venv,2145,0.002,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/pens::reportlabpen.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\pens\reverseContourPen.py,.venv/Lib/site-packages/fontTools/pens/reverseContourPen.py,.venv,4118,0.004,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/pens::reversecontourpen.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\pens\roundingPen.py,.venv/Lib/site-packages/fontTools/pens/roundingPen.py,.venv,4750,0.005,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/pens::roundingpen.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\pens\statisticsPen.py,.venv/Lib/site-packages/fontTools/pens/statisticsPen.py,.venv,10120,0.010,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/pens::statisticspen.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\pens\svgPathPen.py,.venv/Lib/site-packages/fontTools/pens/svgPathPen.py,.venv,8882,0.008,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/pens::svgpathpen.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\pens\t2CharStringPen.py,.venv/Lib/site-packages/fontTools/pens/t2CharStringPen.py,.venv,3019,0.003,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/pens::t2charstringpen.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\pens\teePen.py,.venv/Lib/site-packages/fontTools/pens/teePen.py,.venv,1345,0.001,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/pens::teepen.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\pens\transformPen.py,.venv/Lib/site-packages/fontTools/pens/transformPen.py,.venv,4171,0.004,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/pens::transformpen.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\pens\ttGlyphPen.py,.venv/Lib/site-packages/fontTools/pens/ttGlyphPen.py,.venv,12205,0.012,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/pens::ttglyphpen.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\pens\wxPen.py,.venv/Lib/site-packages/fontTools/pens/wxPen.py,.venv,709,0.001,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/pens::wxpen.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\pens\__init__.py,.venv/Lib/site-packages/fontTools/pens/__init__.py,.venv,76,0.000,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/pens::__init__.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\qu2cu\benchmark.py,.venv/Lib/site-packages/fontTools/qu2cu/benchmark.py,.venv,1456,0.001,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/qu2cu::benchmark.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\qu2cu\cli.py,.venv/Lib/site-packages/fontTools/qu2cu/cli.py,.venv,3969,0.004,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/qu2cu::cli.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\qu2cu\qu2cu.c,.venv/Lib/site-packages/fontTools/qu2cu/qu2cu.c,.venv,752087,0.717,2026-04-28T23:26:03,.c,.venv/lib/site-packages/fonttools/qu2cu::qu2cu.c,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\qu2cu\qu2cu.cp314-win_amd64.pyd,.venv/Lib/site-packages/fontTools/qu2cu/qu2cu.cp314-win_amd64.pyd,.venv,114176,0.109,2026-04-28T23:26:03,.pyd,.venv/lib/site-packages/fonttools/qu2cu::qu2cu.cp314-win_amd64.pyd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\qu2cu\qu2cu.py,.venv/Lib/site-packages/fontTools/qu2cu/qu2cu.py,.venv,13550,0.013,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/qu2cu::qu2cu.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\qu2cu\__init__.py,.venv/Lib/site-packages/fontTools/qu2cu/__init__.py,.venv,633,0.001,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/qu2cu::__init__.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\qu2cu\__main__.py,.venv/Lib/site-packages/fontTools/qu2cu/__main__.py,.venv,100,0.000,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/qu2cu::__main__.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\subset\cff.py,.venv/Lib/site-packages/fontTools/subset/cff.py,.venv,6329,0.006,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/subset::cff.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\subset\svg.py,.venv/Lib/site-packages/fontTools/subset/svg.py,.venv,9549,0.009,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/subset::svg.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\subset\util.py,.venv/Lib/site-packages/fontTools/subset/util.py,.venv,779,0.001,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/subset::util.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\subset\__init__.py,.venv/Lib/site-packages/fontTools/subset/__init__.py,.venv,147359,0.141,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/subset::__init__.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\subset\__main__.py,.venv/Lib/site-packages/fontTools/subset/__main__.py,.venv,101,0.000,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/subset::__main__.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
D:\us-tech-quant\.venv\Lib\site-packages\fontTools\svgLib\__init__.py,.venv/Lib/site-packages/fontTools/svgLib/__init__.py,.venv,78,0.000,2026-04-28T23:26:03,.py,.venv/lib/site-packages/fonttools/svglib::__init__.py,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PROTECTED_VENV,FALSE,,PROTECTED
